,date,category,size,hours,quantity,sales
2169,2023/01/30,Classic,S,12,3.0,2988.0
2170,2023/01/30,Classic,S,13,1.0,871.5
2171,2023/01/30,Classic,S,15,1.0,996.0
2172,2023/01/30,Classic,S,17,1.0,871.5
2173,2023/01/30,Classic,S,20,3.0,2863.5
2174,2023/01/30,Classic,S,21,1.0,996.0
2175,2023/01/30,Classic,XL,15,1.0,2116.5
2176,2023/01/30,Classic,XL,16,1.0,2116.5
2177,2023/01/30,Supreme,L,11,1.0,1722.25
2178,2023/01/30,Supreme,L,12,2.0,3403.0
2179,2023/01/30,Supreme,L,14,1.0,1722.25
2180,2023/01/30,Supreme,L,17,1.0,1722.25
2181,2023/01/30,Supreme,L,18,1.0,1722.25
2182,2023/01/30,Supreme,L,19,1.0,1722.25
2183,2023/01/30,Supreme,L,20,3.0,5125.25
2184,2023/01/30,Supreme,L,21,4.0,6806.0
2185,2023/01/30,Supreme,M,11,2.0,2739.0
2186,2023/01/30,Supreme,M,12,1.0,1369.5
2187,2023/01/30,Supreme,M,13,2.0,2718.25
2188,2023/01/30,Supreme,M,16,1.0,1369.5
2189,2023/01/30,Supreme,M,17,1.0,1369.5
2190,2023/01/30,Supreme,M,19,1.0,1369.5
2191,2023/01/30,Supreme,M,20,2.0,2718.25
2192,2023/01/30,Supreme,M,21,1.0,1369.5
2193,2023/01/30,Supreme,M,22,1.0,1369.5
2194,2023/01/30,Supreme,S,12,2.0,2054.25
2195,2023/01/30,Supreme,S,14,4.0,5054.7
2196,2023/01/30,Supreme,S,16,2.0,2075.0
2197,2023/01/30,Supreme,S,20,1.0,1037.5
2198,2023/01/30,Supreme,S,21,1.0,1037.5
2199,2023/01/30,Veggie,L,12,2.0,3170.6
2200,2023/01/30,Veggie,L,14,1.0,1535.5
2201,2023/01/30,Veggie,L,17,1.0,1680.75
2202,2023/01/30,Veggie,L,18,2.0,3170.6
2203,2023/01/30,Veggie,L,19,1.0,1535.5
2204,2023/01/30,Veggie,L,21,2.0,3278.5
2205,2023/01/30,Veggie,M,11,1.0,1328.0
2206,2023/01/30,Veggie,M,13,1.0,1390.25
2207,2023/01/30,Veggie,M,16,3.0,3942.5
2208,2023/01/30,Veggie,M,17,1.0,1328.0
2209,2023/01/30,Veggie,M,18,1.0,1328.0
2210,2023/01/30,Veggie,M,19,1.0,1328.0
2211,2023/01/30,Veggie,M,20,1.0,1224.25
2212,2023/01/30,Veggie,M,21,3.0,3672.75
2213,2023/01/30,Veggie,M,22,1.0,1224.25
2214,2023/01/30,Veggie,S,14,1.0,996.0
2215,2023/01/30,Veggie,S,16,1.0,1037.5
2216,2023/01/30,Veggie,S,17,3.0,3050.25
2217,2023/01/30,Veggie,S,18,4.0,4150.0
2218,2023/01/30,Veggie,S,19,1.0,1058.25
2219,2023/01/30,Veggie,S,20,1.0,1037.5
2220,2023/01/30,Veggie,S,21,1.0,996.0
2221,2023/01/31,Chicken,L,11,1.0,1722.25
2222,2023/01/31,Chicken,L,13,1.0,1722.25
2223,2023/01/31,Chicken,L,14,2.0,3444.5
2224,2023/01/31,Chicken,L,19,3.0,5166.75
2225,2023/01/31,Chicken,L,20,2.0,3444.5
2226,2023/01/31,Chicken,M,13,4.0,5561.0
2227,2023/01/31,Chicken,M,14,1.0,1390.25
2228,2023/01/31,Chicken,M,17,1.0,1390.25
2229,2023/01/31,Chicken,M,18,4.0,5561.0
2230,2023/01/31,Chicken,M,20,2.0,2780.5
2231,2023/01/31,Chicken,S,18,1.0,1058.25
2232,2023/01/31,Classic,L,13,2.0,3403.0
2233,2023/01/31,Classic,L,14,1.0,1701.5
2234,2023/01/31,Classic,L,15,1.0,1701.5
2235,2023/01/31,Classic,L,16,1.0,1369.5
2236,2023/01/31,Classic,L,17,1.0,1701.5
2237,2023/01/31,Classic,L,18,2.0,3403.0
2238,2023/01/31,Classic,L,19,2.0,3154.0
2239,2023/01/31,Classic,L,20,4.0,6557.0
2240,2023/01/31,Classic,L,21,2.0,2967.25
2241,2023/01/31,Classic,M,16,2.0,2365.5
2242,2023/01/31,Classic,M,17,2.0,2427.75
2243,2023/01/31,Classic,M,18,3.0,3693.5
2244,2023/01/31,Classic,M,20,1.0,1099.75
2245,2023/01/31,Classic,M,21,3.0,3465.25
2246,2023/01/31,Classic,M,22,1.0,1203.5
2247,2023/01/31,Classic,S,13,2.0,1992.0
2248,2023/01/31,Classic,S,14,1.0,996.0
2249,2023/01/31,Classic,S,16,5.0,4731.0
2250,2023/01/31,Classic,S,17,3.0,2863.5
2251,2023/01/31,Classic,S,18,2.0,1992.0
2252,2023/01/31,Classic,S,19,1.0,809.25
2253,2023/01/31,Classic,S,21,2.0,1992.0
2254,2023/01/31,Classic,XL,11,1.0,2116.5
2255,2023/01/31,Classic,XL,14,1.0,2116.5
2256,2023/01/31,Supreme,L,13,3.0,5125.25
2257,2023/01/31,Supreme,L,16,1.0,1722.25
2258,2023/01/31,Supreme,L,18,4.0,6847.5
2259,2023/01/31,Supreme,L,19,1.0,1680.75
2260,2023/01/31,Supreme,L,20,2.0,3403.0
2261,2023/01/31,Supreme,L,22,1.0,1722.25
2262,2023/01/31,Supreme,M,11,1.0,1369.5
2263,2023/01/31,Supreme,M,13,1.0,1369.5
2264,2023/01/31,Supreme,M,14,2.0,2739.0
2265,2023/01/31,Supreme,M,15,1.0,1348.75
2266,2023/01/31,Supreme,M,16,1.0,1348.75
2267,2023/01/31,Supreme,M,17,1.0,1369.5
2268,2023/01/31,Supreme,M,18,3.0,4067.0
2269,2023/01/31,Supreme,M,20,2.0,2739.0
2270,2023/01/31,Supreme,M,21,2.0,2739.0
2271,2023/01/31,Supreme,S,11,1.0,1037.5
2272,2023/01/31,Supreme,S,13,3.0,3091.75
2273,2023/01/31,Supreme,S,14,3.0,4017.2
2274,2023/01/31,Supreme,S,16,1.0,1037.5
2275,2023/01/31,Supreme,S,17,1.0,1016.75
2276,2023/01/31,Supreme,S,18,3.0,3091.75
2277,2023/01/31,Supreme,S,19,1.0,1037.5
2278,2023/01/31,Supreme,S,21,1.0,1037.5
2279,2023/01/31,Supreme,S,22,2.0,2075.0
2280,2023/01/31,Veggie,L,13,4.0,6341.2
2281,2023/01/31,Veggie,L,14,1.0,1680.75
2282,2023/01/31,Veggie,L,16,3.0,4897.0
2283,2023/01/31,Veggie,L,17,4.0,6386.85
2284,2023/01/31,Veggie,L,18,4.0,6195.95
2285,2023/01/31,Veggie,L,20,2.0,3170.6
2286,2023/01/31,Veggie,L,22,1.0,1743.0
2287,2023/01/31,Veggie,M,11,3.0,3880.25
2288,2023/01/31,Veggie,M,15,3.0,3942.5
2289,2023/01/31,Veggie,M,16,2.0,2656.0
2290,2023/01/31,Veggie,M,18,2.0,2656.0
2291,2023/01/31,Veggie,M,20,2.0,2656.0
2292,2023/01/31,Veggie,M,22,1.0,1328.0
2293,2023/01/31,Veggie,S,16,1.0,996.0
2294,2023/01/31,Veggie,S,20,2.0,2054.25
2295,2023/02/01,Chicken,L,11,1.0,1722.25
2296,2023/02/01,Chicken,L,12,2.0,3444.5
2297,2023/02/01,Chicken,L,14,1.0,1722.25
2298,2023/02/01,Chicken,L,15,2.0,3444.5
2299,2023/02/01,Chicken,L,17,1.0,1722.25
2300,2023/02/01,Chicken,L,18,2.0,3444.5
2301,2023/02/01,Chicken,L,19,1.0,1722.25
2302,2023/02/01,Chicken,L,21,1.0,1722.25
2303,2023/02/01,Chicken,L,22,2.0,3444.5
2304,2023/02/01,Chicken,M,12,3.0,4170.75
2305,2023/02/01,Chicken,M,15,1.0,1390.25
2306,2023/02/01,Chicken,M,18,4.0,5561.0
2307,2023/02/01,Chicken,M,19,2.0,2780.5
2308,2023/02/01,Chicken,S,11,1.0,1058.25
2309,2023/02/01,Chicken,S,12,2.0,2116.5
2310,2023/02/01,Chicken,S,15,2.0,2116.5
2311,2023/02/01,Chicken,S,16,1.0,1058.25
2312,2023/02/01,Chicken,S,17,1.0,1058.25
2313,2023/02/01,Chicken,S,20,1.0,1058.25
2314,2023/02/01,Chicken,S,21,1.0,1058.25
2315,2023/02/01,Classic,L,12,3.0,4772.5
2316,2023/02/01,Classic,L,13,2.0,2635.25
2317,2023/02/01,Classic,L,17,4.0,6038.25
2318,2023/02/01,Classic,L,18,6.0,9005.5
2319,2023/02/01,Classic,L,19,1.0,1701.5
2320,2023/02/01,Classic,L,21,1.0,1701.5
2321,2023/02/01,Classic,L,22,1.0,1369.5
2322,2023/02/01,Classic,M,12,2.0,2427.75
2323,2023/02/01,Classic,M,13,2.0,2656.0
2324,2023/02/01,Classic,M,14,1.0,1328.0
2325,2023/02/01,Classic,M,15,3.0,3693.5
2326,2023/02/01,Classic,M,16,1.0,1328.0
2327,2023/02/01,Classic,M,18,2.0,2075.0
2328,2023/02/01,Classic,M,20,1.0,1037.5
2329,2023/02/01,Classic,M,21,1.0,1328.0
2330,2023/02/01,Classic,S,12,6.0,5706.25
2331,2023/02/01,Classic,S,13,1.0,996.0
2332,2023/02/01,Classic,S,15,1.0,809.25
2333,2023/02/01,Classic,S,16,3.0,2988.0
2334,2023/02/01,Classic,S,18,4.0,3548.25
2335,2023/02/01,Classic,S,19,3.0,2863.5
2336,2023/02/01,Classic,S,20,2.0,1992.0
2337,2023/02/01,Classic,S,21,3.0,2676.75
2338,2023/02/01,Classic,S,22,2.0,1992.0
2339,2023/02/01,Classic,XL,20,1.0,2116.5
2340,2023/02/01,Supreme,L,11,1.0,1722.25
2341,2023/02/01,Supreme,L,12,6.0,10333.5
2342,2023/02/01,Supreme,L,13,1.0,1722.25
2343,2023/02/01,Supreme,L,14,2.0,3444.5
2344,2023/02/01,Supreme,L,15,2.0,3403.0
2345,2023/02/01,Supreme,L,16,1.0,1722.25
2346,2023/02/01,Supreme,L,17,2.0,3444.5
2347,2023/02/01,Supreme,L,18,6.0,10333.5
2348,2023/02/01,Supreme,L,19,3.0,5083.75
2349,2023/02/01,Supreme,L,20,2.0,3403.0
2350,2023/02/01,Supreme,M,15,3.0,4087.75
2351,2023/02/01,Supreme,M,17,1.0,1369.5
2352,2023/02/01,Supreme,M,18,2.0,2739.0
2353,2023/02/01,Supreme,M,19,2.0,2739.0
2354,2023/02/01,Supreme,S,12,1.0,1037.5
2355,2023/02/01,Supreme,S,14,1.0,1037.5
2356,2023/02/01,Supreme,S,15,1.0,1037.5
2357,2023/02/01,Supreme,S,17,1.0,1037.5
2358,2023/02/01,Supreme,S,18,3.0,3091.75
2359,2023/02/01,Supreme,S,21,2.0,2075.0
2360,2023/02/01,Supreme,S,22,2.0,2075.0
2361,2023/02/01,Veggie,L,11,1.0,1680.75
2362,2023/02/01,Veggie,L,12,5.0,8129.85
2363,2023/02/01,Veggie,L,14,1.0,1535.5
2364,2023/02/01,Veggie,L,18,6.0,9980.75
2365,2023/02/01,Veggie,L,19,3.0,4706.1
2366,2023/02/01,Veggie,L,20,1.0,1680.75
2367,2023/02/01,Veggie,L,21,1.0,1535.5
2368,2023/02/01,Veggie,L,22,2.0,3216.25
2369,2023/02/01,Veggie,M,12,1.0,1328.0
2370,2023/02/01,Veggie,M,14,1.0,1328.0
2371,2023/02/01,Veggie,M,18,1.0,1390.25
2372,2023/02/01,Veggie,M,19,1.0,1224.25
2373,2023/02/01,Veggie,M,21,1.0,1328.0
2374,2023/02/01,Veggie,S,11,1.0,1058.25
2375,2023/02/01,Veggie,S,12,1.0,1037.5
2376,2023/02/01,Veggie,S,15,2.0,2054.25
2377,2023/02/01,Veggie,S,19,1.0,996.0
2378,2023/02/01,Veggie,S,21,1.0,996.0
2379,2023/02/02,Chicken,L,11,2.0,3444.5
2380,2023/02/02,Chicken,L,13,3.0,5166.75
2381,2023/02/02,Chicken,L,14,3.0,5166.75
2382,2023/02/02,Chicken,L,15,2.0,3444.5
2383,2023/02/02,Chicken,L,19,1.0,1722.25
2384,2023/02/02,Chicken,L,22,1.0,1722.25
2385,2023/02/02,Chicken,M,11,3.0,4170.75
2386,2023/02/02,Chicken,M,13,3.0,4170.75
2387,2023/02/02,Chicken,M,18,3.0,4170.75
2388,2023/02/02,Chicken,M,20,2.0,2780.5
2389,2023/02/02,Chicken,M,21,2.0,2780.5
2390,2023/02/02,Chicken,S,12,1.0,1058.25
2391,2023/02/02,Chicken,S,14,1.0,1058.25
2392,2023/02/02,Chicken,S,16,1.0,1058.25
2393,2023/02/02,Chicken,S,17,1.0,1058.25
2394,2023/02/02,Chicken,S,20,2.0,2116.5
2395,2023/02/02,Chicken,S,22,1.0,1058.25
2396,2023/02/02,Classic,L,11,2.0,2635.25
2397,2023/02/02,Classic,L,12,1.0,1369.5
2398,2023/02/02,Classic,L,13,4.0,6121.25
2399,2023/02/02,Classic,L,14,1.0,1265.75
2400,2023/02/02,Classic,L,16,2.0,3071.0
2401,2023/02/02,Classic,L,17,1.0,1701.5
2402,2023/02/02,Classic,L,19,2.0,3071.0
2403,2023/02/02,Classic,L,20,1.0,1701.5
2404,2023/02/02,Classic,L,21,1.0,1369.5
2405,2023/02/02,Classic,M,12,1.0,1328.0
2406,2023/02/02,Classic,M,15,1.0,1037.5
2407,2023/02/02,Classic,M,17,2.0,2365.5
2408,2023/02/02,Classic,M,18,1.0,1328.0
2409,2023/02/02,Classic,M,19,3.0,3403.0
2410,2023/02/02,Classic,S,12,2.0,1618.5
2411,2023/02/02,Classic,S,13,1.0,913.0
2412,2023/02/02,Classic,S,14,3.0,2905.0
2413,2023/02/02,Classic,S,15,2.0,1992.0
2414,2023/02/02,Classic,S,16,4.0,3776.5
2415,2023/02/02,Classic,S,17,3.0,2863.5
2416,2023/02/02,Classic,S,18,1.0,809.25
2417,2023/02/02,Classic,S,19,1.0,996.0
2418,2023/02/02,Classic,S,22,1.0,871.5
2419,2023/02/02,Supreme,L,13,2.0,3444.5
2420,2023/02/02,Supreme,L,14,1.0,1722.25
2421,2023/02/02,Supreme,L,15,2.0,3444.5
2422,2023/02/02,Supreme,L,16,2.0,3444.5
2423,2023/02/02,Supreme,L,20,1.0,1722.25
2424,2023/02/02,Supreme,L,21,1.0,1722.25
2425,2023/02/02,Supreme,M,11,2.0,2718.25
2426,2023/02/02,Supreme,M,12,1.0,1369.5
2427,2023/02/02,Supreme,M,13,1.0,1369.5
2428,2023/02/02,Supreme,M,14,2.0,2718.25
2429,2023/02/02,Supreme,M,15,1.0,1369.5
2430,2023/02/02,Supreme,M,16,1.0,1348.75
2431,2023/02/02,Supreme,M,17,2.0,2718.25
2432,2023/02/02,Supreme,M,19,1.0,1369.5
2433,2023/02/02,Supreme,M,20,1.0,1348.75
2434,2023/02/02,Supreme,M,21,1.0,1348.75
2435,2023/02/02,Supreme,M,22,3.0,4087.75
2436,2023/02/02,Supreme,S,13,2.0,2054.25
2437,2023/02/02,Supreme,S,14,1.0,1037.5
2438,2023/02/02,Supreme,S,16,4.0,5054.7
2439,2023/02/02,Supreme,S,19,1.0,1037.5
2440,2023/02/02,Supreme,S,20,1.0,1037.5
2441,2023/02/02,Supreme,S,21,1.0,1037.5
2442,2023/02/02,Supreme,S,22,1.0,1037.5
2443,2023/02/02,Veggie,L,12,2.0,3216.25
2444,2023/02/02,Veggie,L,13,2.0,3361.5
2445,2023/02/02,Veggie,L,14,1.0,1680.75
2446,2023/02/02,Veggie,L,15,1.0,1680.75
2447,2023/02/02,Veggie,L,16,2.0,3025.35
2448,2023/02/02,Veggie,L,17,1.0,1722.25
2449,2023/02/02,Veggie,L,18,1.0,1535.5
2450,2023/02/02,Veggie,L,20,3.0,5083.75
2451,2023/02/02,Veggie,L,22,2.0,3216.25
2452,2023/02/02,Veggie,M,11,1.0,1390.25
2453,2023/02/02,Veggie,M,12,1.0,1224.25
2454,2023/02/02,Veggie,M,13,2.0,2656.0
2455,2023/02/02,Veggie,M,14,3.0,3984.0
2456,2023/02/02,Veggie,M,16,1.0,1328.0
2457,2023/02/02,Veggie,M,17,2.0,2552.25
2458,2023/02/02,Veggie,M,19,1.0,1369.5
2459,2023/02/02,Veggie,S,11,1.0,1058.25
2460,2023/02/02,Veggie,S,12,1.0,996.0
2461,2023/02/02,Veggie,S,13,2.0,1992.0
2462,2023/02/02,Veggie,S,14,2.0,1992.0
2463,2023/02/02,Veggie,S,16,1.0,996.0
2464,2023/02/02,Veggie,S,19,1.0,996.0
2465,2023/02/02,Veggie,S,20,1.0,996.0
2466,2023/02/02,Veggie,S,21,1.0,996.0
2467,2023/02/03,Chicken,L,12,4.0,6889.0
2468,2023/02/03,Chicken,L,13,3.0,5166.75
2469,2023/02/03,Chicken,L,15,2.0,3444.5
2470,2023/02/03,Chicken,L,17,4.0,6889.0
2471,2023/02/03,Chicken,L,18,3.0,5166.75
2472,2023/02/03,Chicken,L,21,3.0,5166.75
2473,2023/02/03,Chicken,M,11,1.0,1390.25
2474,2023/02/03,Chicken,M,12,3.0,4170.75
2475,2023/02/03,Chicken,M,14,1.0,1390.25
2476,2023/02/03,Chicken,M,16,1.0,1390.25
2477,2023/02/03,Chicken,M,17,1.0,1390.25
2478,2023/02/03,Chicken,M,21,1.0,1390.25
2479,2023/02/03,Chicken,S,12,2.0,2116.5
2480,2023/02/03,Chicken,S,15,2.0,2116.5
2481,2023/02/03,Chicken,S,17,1.0,1058.25
2482,2023/02/03,Chicken,S,18,2.0,2116.5
2483,2023/02/03,Chicken,S,19,1.0,1058.25
2484,2023/02/03,Chicken,S,21,1.0,1058.25
2485,2023/02/03,Classic,L,12,2.0,3403.0
2486,2023/02/03,Classic,L,15,1.0,1701.5
2487,2023/02/03,Classic,L,17,1.0,1701.5
2488,2023/02/03,Classic,L,21,1.0,1265.75
2489,2023/02/03,Classic,M,12,3.0,3631.25
2490,2023/02/03,Classic,M,14,1.0,1099.75
2491,2023/02/03,Classic,M,16,2.0,2656.0
2492,2023/02/03,Classic,M,17,2.0,2365.5
2493,2023/02/03,Classic,M,18,2.0,2427.75
2494,2023/02/03,Classic,M,19,1.0,1328.0
2495,2023/02/03,Classic,M,21,5.0,5872.25
2496,2023/02/03,Classic,S,11,1.0,913.0
2497,2023/02/03,Classic,S,12,1.0,871.5
2498,2023/02/03,Classic,S,13,2.0,1909.0
2499,2023/02/03,Classic,S,14,1.0,913.0
2500,2023/02/03,Classic,S,15,2.0,1867.5
2501,2023/02/03,Classic,S,16,1.0,996.0
2502,2023/02/03,Classic,S,17,1.0,996.0
2503,2023/02/03,Classic,S,18,1.0,809.25
2504,2023/02/03,Classic,S,19,2.0,1992.0
2505,2023/02/03,Classic,S,21,1.0,996.0
2506,2023/02/03,Classic,S,22,1.0,871.5
2507,2023/02/03,Classic,XL,12,1.0,2116.5
2508,2023/02/03,Classic,XL,16,1.0,2116.5
2509,2023/02/03,Classic,XL,18,1.0,2116.5
2510,2023/02/03,Supreme,L,12,4.0,6889.0
2511,2023/02/03,Supreme,L,13,3.0,5166.75
2512,2023/02/03,Supreme,L,14,1.0,1722.25
2513,2023/02/03,Supreme,L,15,3.0,5125.25
2514,2023/02/03,Supreme,L,16,1.0,1680.75
2515,2023/02/03,Supreme,L,17,1.0,1722.25
2516,2023/02/03,Supreme,L,18,4.0,6889.0
2517,2023/02/03,Supreme,L,19,1.0,1722.25
2518,2023/02/03,Supreme,L,21,1.0,1680.75
2519,2023/02/03,Supreme,M,11,2.0,2739.0
2520,2023/02/03,Supreme,M,12,4.0,5436.5
2521,2023/02/03,Supreme,M,13,2.0,2718.25
2522,2023/02/03,Supreme,M,15,2.0,2739.0
2523,2023/02/03,Supreme,M,17,1.0,1348.75
2524,2023/02/03,Supreme,M,18,1.0,1369.5
2525,2023/02/03,Supreme,M,20,1.0,1369.5
2526,2023/02/03,Supreme,S,13,1.0,1962.9499999999998
2527,2023/02/03,Supreme,S,14,1.0,1037.5
2528,2023/02/03,Supreme,S,17,1.0,1037.5
2529,2023/02/03,Veggie,L,12,4.0,6241.6
2530,2023/02/03,Veggie,L,13,1.0,1680.75
2531,2023/02/03,Veggie,L,14,1.0,1680.75
2532,2023/02/03,Veggie,L,15,1.0,1680.75
2533,2023/02/03,Veggie,L,16,3.0,4955.1
2534,2023/02/03,Veggie,L,17,1.0,1680.75
2535,2023/02/03,Veggie,L,18,2.0,3361.5
2536,2023/02/03,Veggie,L,19,3.0,5042.25
2537,2023/02/03,Veggie,M,12,5.0,6743.75
2538,2023/02/03,Veggie,M,16,1.0,1369.5
2539,2023/02/03,Veggie,M,19,1.0,1328.0
2540,2023/02/03,Veggie,S,12,2.0,1992.0
2541,2023/02/03,Veggie,S,13,1.0,996.0
2542,2023/02/03,Veggie,S,15,2.0,1992.0
2543,2023/02/03,Veggie,S,17,1.0,996.0
2544,2023/02/03,Veggie,S,18,1.0,1058.25
2545,2023/02/04,Chicken,L,11,3.0,5166.75
2546,2023/02/04,Chicken,L,12,6.0,10333.5
2547,2023/02/04,Chicken,L,13,2.0,3444.5
2548,2023/02/04,Chicken,L,16,1.0,1722.25
2549,2023/02/04,Chicken,L,17,1.0,1722.25
2550,2023/02/04,Chicken,L,18,2.0,3444.5
2551,2023/02/04,Chicken,L,19,2.0,3444.5
2552,2023/02/04,Chicken,L,21,1.0,1722.25
2553,2023/02/04,Chicken,M,12,4.0,5561.0
2554,2023/02/04,Chicken,M,13,3.0,4170.75
2555,2023/02/04,Chicken,M,15,2.0,2780.5
2556,2023/02/04,Chicken,M,17,3.0,4170.75
2557,2023/02/04,Chicken,M,19,1.0,1390.25
2558,2023/02/04,Chicken,S,11,1.0,1058.25
2559,2023/02/04,Chicken,S,12,2.0,2116.5
2560,2023/02/04,Chicken,S,13,1.0,1058.25
2561,2023/02/04,Chicken,S,17,3.0,3174.75
2562,2023/02/04,Chicken,S,18,1.0,1058.25
2563,2023/02/04,Chicken,S,21,1.0,1058.25
2564,2023/02/04,Classic,L,12,3.0,4336.75
2565,2023/02/04,Classic,L,13,2.0,3154.0
2566,2023/02/04,Classic,L,15,1.0,1369.5
2567,2023/02/04,Classic,L,16,1.0,1701.5
2568,2023/02/04,Classic,L,17,1.0,1369.5
2569,2023/02/04,Classic,L,18,2.0,3403.0
2570,2023/02/04,Classic,L,20,2.0,2822.0
2571,2023/02/04,Classic,L,21,1.0,1701.5
2572,2023/02/04,Classic,L,22,1.0,1452.5
2573,2023/02/04,Classic,M,11,2.0,2199.5
2574,2023/02/04,Classic,M,12,2.0,2656.0
2575,2023/02/04,Classic,M,13,1.0,1099.75
2576,2023/02/04,Classic,M,15,1.0,1203.5
2577,2023/02/04,Classic,M,18,1.0,1328.0
2578,2023/02/04,Classic,M,20,1.0,1203.5
2579,2023/02/04,Classic,S,11,2.0,1867.5
2580,2023/02/04,Classic,S,12,3.0,2739.0
2581,2023/02/04,Classic,S,14,1.0,809.25
2582,2023/02/04,Classic,S,15,2.0,1992.0
2583,2023/02/04,Classic,S,16,2.0,1992.0
2584,2023/02/04,Classic,S,17,2.0,1992.0
2585,2023/02/04,Classic,S,18,2.0,1867.5
2586,2023/02/04,Classic,S,19,1.0,996.0
2587,2023/02/04,Classic,S,20,1.0,809.25
2588,2023/02/04,Classic,S,21,1.0,996.0
2589,2023/02/04,Classic,S,22,1.0,996.0
2590,2023/02/04,Classic,XL,11,1.0,2116.5
2591,2023/02/04,Classic,XL,12,2.0,4233.0
2592,2023/02/04,Classic,XL,15,2.0,4233.0
2593,2023/02/04,Classic,XL,16,1.0,2116.5
2594,2023/02/04,Classic,XL,18,1.0,2116.5
2595,2023/02/04,Supreme,L,11,6.0,10333.5
2596,2023/02/04,Supreme,L,12,4.0,6847.5
2597,2023/02/04,Supreme,L,16,1.0,1722.25
2598,2023/02/04,Supreme,L,17,2.0,3444.5
2599,2023/02/04,Supreme,L,19,1.0,1722.25
2600,2023/02/04,Supreme,L,22,1.0,1722.25
2601,2023/02/04,Supreme,M,12,3.0,4108.5
2602,2023/02/04,Supreme,M,13,1.0,1348.75
2603,2023/02/04,Supreme,M,16,4.0,5436.5
2604,2023/02/04,Supreme,M,19,1.0,1348.75
2605,2023/02/04,Supreme,S,11,1.0,1037.5
2606,2023/02/04,Supreme,S,12,2.0,3000.45
2607,2023/02/04,Supreme,S,13,1.0,1962.9499999999998
2608,2023/02/04,Supreme,S,14,1.0,1037.5
2609,2023/02/04,Supreme,S,15,2.0,2054.25
2610,2023/02/04,Supreme,S,17,1.0,1037.5
2611,2023/02/04,Supreme,S,18,1.0,1037.5
2612,2023/02/04,Supreme,S,22,1.0,1037.5
2613,2023/02/04,Veggie,L,12,3.0,4515.2
2614,2023/02/04,Veggie,L,13,1.0,1743.0
2615,2023/02/04,Veggie,L,15,3.0,4660.45
2616,2023/02/04,Veggie,L,16,3.0,4515.2
2617,2023/02/04,Veggie,L,17,2.0,2979.7
2618,2023/02/04,Veggie,L,18,1.0,1535.5
2619,2023/02/04,Veggie,L,19,1.0,1680.75
2620,2023/02/04,Veggie,M,11,2.0,2552.25
2621,2023/02/04,Veggie,M,12,1.0,1328.0
2622,2023/02/04,Veggie,M,16,3.0,4108.5
2623,2023/02/04,Veggie,M,17,1.0,1390.25
2624,2023/02/04,Veggie,M,18,1.0,1328.0
2625,2023/02/04,Veggie,M,19,1.0,1328.0
2626,2023/02/04,Veggie,S,12,2.0,1992.0
2627,2023/02/04,Veggie,S,13,2.0,2054.25
2628,2023/02/04,Veggie,S,16,2.0,1992.0
2629,2023/02/05,Chicken,L,12,3.0,5166.75
2630,2023/02/05,Chicken,L,13,1.0,1722.25
2631,2023/02/05,Chicken,L,16,2.0,3444.5
2632,2023/02/05,Chicken,L,18,1.0,1722.25
2633,2023/02/05,Chicken,L,19,1.0,1722.25
2634,2023/02/05,Chicken,L,20,2.0,3444.5
2635,2023/02/05,Chicken,M,11,1.0,1390.25
2636,2023/02/05,Chicken,M,12,3.0,4170.75
2637,2023/02/05,Chicken,M,14,1.0,1390.25
2638,2023/02/05,Chicken,M,15,2.0,2780.5
2639,2023/02/05,Chicken,M,16,1.0,1390.25
2640,2023/02/05,Chicken,M,17,3.0,4170.75
2641,2023/02/05,Chicken,M,19,5.0,6951.25
2642,2023/02/05,Chicken,M,20,1.0,1390.25
2643,2023/02/05,Chicken,M,21,1.0,1390.25
2644,2023/02/05,Chicken,M,22,1.0,1390.25
2645,2023/02/05,Chicken,S,12,1.0,1058.25
2646,2023/02/05,Chicken,S,16,1.0,1058.25
2647,2023/02/05,Chicken,S,17,3.0,3174.75
2648,2023/02/05,Chicken,S,18,1.0,1058.25
2649,2023/02/05,Chicken,S,19,1.0,1058.25
2650,2023/02/05,Chicken,S,20,2.0,2116.5
2651,2023/02/05,Chicken,S,21,1.0,1058.25
2652,2023/02/05,Classic,L,14,2.0,3403.0
2653,2023/02/05,Classic,L,15,1.0,1701.5
2654,2023/02/05,Classic,L,18,2.0,2967.25
2655,2023/02/05,Classic,L,20,3.0,4419.75
2656,2023/02/05,Classic,L,21,1.0,1701.5
2657,2023/02/05,Classic,M,12,3.0,3693.5
2658,2023/02/05,Classic,M,13,1.0,1099.75
2659,2023/02/05,Classic,M,14,2.0,2137.25
2660,2023/02/05,Classic,M,15,2.0,2656.0
2661,2023/02/05,Classic,M,17,1.0,1203.5
2662,2023/02/05,Classic,M,19,1.0,1203.5
2663,2023/02/05,Classic,M,20,1.0,1328.0
2664,2023/02/05,Classic,M,21,4.0,5021.5
2665,2023/02/05,Classic,S,11,1.0,996.0
2666,2023/02/05,Classic,S,12,5.0,4855.5
2667,2023/02/05,Classic,S,13,1.0,871.5
2668,2023/02/05,Classic,S,14,3.0,2905.0
2669,2023/02/05,Classic,S,16,4.0,3465.25
2670,2023/02/05,Classic,S,17,3.0,2988.0
2671,2023/02/05,Classic,S,19,2.0,1867.5
2672,2023/02/05,Classic,S,21,1.0,996.0
2673,2023/02/05,Classic,S,22,2.0,1909.0
