,date,category,size,quantity,sales
641,05/03/2023,Supreme,S,9,123.15
642,05/03/2023,Veggie,L,18,353.1
643,05/03/2023,Veggie,M,13,209.25
644,05/03/2023,Veggie,S,7,85.0
645,05/04/2023,Chicken,L,24,498.0
646,05/04/2023,Chicken,M,9,150.75
647,05/04/2023,Chicken,S,13,165.75
648,05/04/2023,Classic,L,15,264.0
649,05/04/2023,Classic,M,17,247.5
650,05/04/2023,Classic,S,13,149.0
651,05/04/2023,Classic,XL,1,25.5
652,05/04/2023,Supreme,L,15,310.25
653,05/04/2023,Supreme,M,12,197.0
654,05/04/2023,Supreme,S,17,234.05
655,05/04/2023,Veggie,L,18,352.35
656,05/04/2023,Veggie,M,11,174.75
657,05/05/2023,Veggie,S,10,122.25
658,05/05/2023,Chicken,L,14,290.5
659,05/05/2023,Chicken,M,11,184.25
660,05/05/2023,Chicken,S,5,63.75
661,05/05/2023,Classic,L,12,232.75
662,05/05/2023,Classic,M,6,83.5
663,05/05/2023,Classic,S,21,245.25
664,05/05/2023,Supreme,L,10,205.0
665,05/05/2023,Supreme,M,5,82.25
666,05/05/2023,Supreme,S,4,83.19999999999999
667,05/05/2023,Veggie,L,18,336.8
668,05/05/2023,Veggie,M,12,193.75
669,05/05/2023,Veggie,S,9,110.0
670,05/06/2023,Chicken,L,12,249.0
671,05/06/2023,Chicken,M,6,100.5
672,05/06/2023,Chicken,S,5,63.75
673,05/06/2023,Classic,L,8,152.0
674,05/06/2023,Classic,M,7,105.0
675,05/06/2023,Classic,S,15,168.75
676,05/06/2023,Classic,XL,2,51.0
677,05/06/2023,Supreme,L,7,144.75
678,05/06/2023,Supreme,M,11,179.75
679,05/06/2023,Supreme,S,5,62.0
680,05/06/2023,Veggie,L,8,153.2
681,05/06/2023,Veggie,M,4,65.0
682,05/06/2023,Veggie,S,7,85.25
683,05/07/2023,Chicken,L,15,311.25
684,05/07/2023,Chicken,M,10,167.5
685,05/07/2023,Chicken,S,4,51.0
686,05/07/2023,Classic,L,13,244.0
687,05/07/2023,Classic,M,11,163.25
688,05/07/2023,Classic,S,16,182.5
689,05/07/2023,Classic,XL,2,51.0
690,05/07/2023,Supreme,L,15,310.25
691,05/07/2023,Supreme,M,6,98.75
692,05/07/2023,Supreme,S,8,110.9
693,05/07/2023,Veggie,L,16,317.15
694,05/07/2023,Veggie,M,4,64.25
695,05/07/2023,Veggie,S,8,96.75
696,05/08/2023,Chicken,L,13,269.75
697,05/08/2023,Chicken,M,8,134.0
698,05/08/2023,Chicken,S,6,76.5
699,05/08/2023,Classic,L,10,190.5
700,05/08/2023,Classic,M,14,196.0
701,05/08/2023,Classic,S,14,149.75
702,05/08/2023,Classic,XL,1,25.5
703,05/08/2023,Supreme,L,13,268.75
704,05/08/2023,Supreme,M,12,196.75
705,05/08/2023,Supreme,S,16,232.7
706,05/08/2023,Veggie,L,16,301.35
707,05/08/2023,Veggie,M,5,79.25
708,05/09/2023,Veggie,S,6,73.75
709,05/09/2023,Chicken,L,10,207.5
710,05/09/2023,Chicken,M,10,167.5
711,05/09/2023,Chicken,S,10,127.5
712,05/09/2023,Classic,L,9,172.25
713,05/09/2023,Classic,M,12,177.0
714,05/09/2023,Classic,S,19,223.0
715,05/09/2023,Classic,XL,1,25.5
716,05/09/2023,Classic,XXL,1,35.95
717,05/09/2023,Supreme,L,11,226.75
718,05/09/2023,Supreme,M,14,229.25
719,05/09/2023,Supreme,S,6,74.75
720,05/11/2023,Veggie,L,19,359.85
721,05/11/2023,Veggie,M,13,205.75
722,05/11/2023,Veggie,S,9,108.75
723,05/11/2023,Chicken,L,9,186.75
724,05/11/2023,Chicken,M,12,201.0
725,05/11/2023,Chicken,S,5,63.75
726,05/11/2023,Classic,L,16,278.25
727,05/11/2023,Classic,M,14,203.75
728,05/11/2023,Classic,S,17,190.5
729,05/11/2023,Classic,XL,2,51.0
730,05/11/2023,Supreme,L,11,226.25
731,05/11/2023,Supreme,M,11,180.75
732,05/11/2023,Supreme,S,10,124.5
733,05/11/2023,Veggie,L,17,331.3
734,05/12/2023,Veggie,M,7,113.5
735,05/12/2023,Veggie,S,9,110.0
736,05/12/2023,Chicken,L,24,498.0
737,05/12/2023,Chicken,M,9,150.75
738,05/12/2023,Chicken,S,4,51.0
739,05/12/2023,Classic,L,17,319.75
740,05/12/2023,Classic,M,11,150.75
741,05/12/2023,Classic,S,22,246.25
742,05/12/2023,Supreme,L,20,413.5
743,05/12/2023,Supreme,M,13,213.75
744,05/12/2023,Supreme,S,13,161.5
745,05/12/2023,Veggie,L,17,329.95
746,06/01/2023,Veggie,M,12,189.5
747,06/01/2023,Veggie,S,11,133.25
748,06/01/2023,Chicken,L,9,186.75
749,06/01/2023,Chicken,M,13,217.75
750,06/01/2023,Chicken,S,8,102.0
751,06/01/2023,Classic,L,15,266.25
752,06/01/2023,Classic,M,7,100.75
753,06/01/2023,Classic,S,16,187.0
754,06/01/2023,Classic,XL,4,102.0
755,06/01/2023,Supreme,L,12,247.5
756,06/01/2023,Supreme,M,16,263.25
757,06/01/2023,Supreme,S,8,110.9
758,06/01/2023,Veggie,L,22,419.45
759,06/02/2023,Veggie,M,12,191.25
760,06/02/2023,Veggie,S,12,144.75
761,06/02/2023,Chicken,L,22,456.5
762,06/02/2023,Chicken,M,13,217.75
763,06/02/2023,Chicken,S,7,89.25
764,06/02/2023,Classic,L,10,173.25
765,06/02/2023,Classic,M,14,208.0
766,06/02/2023,Classic,S,19,218.5
767,06/02/2023,Classic,XL,4,102.0
768,06/02/2023,Supreme,L,11,228.25
769,06/02/2023,Supreme,M,13,213.0
770,06/02/2023,Supreme,S,8,110.65
771,06/02/2023,Veggie,L,20,389.5
772,06/03/2023,Veggie,M,13,206.75
773,06/03/2023,Veggie,S,4,49.0
774,06/03/2023,Chicken,L,9,186.75
775,06/03/2023,Chicken,M,10,167.5
776,06/03/2023,Chicken,S,9,114.75
777,06/03/2023,Classic,L,9,174.0
778,06/03/2023,Classic,M,13,187.5
779,06/03/2023,Classic,S,21,241.0
780,06/03/2023,Classic,XL,3,76.5
781,06/03/2023,Supreme,L,14,289.5
782,06/03/2023,Supreme,M,14,229.5
783,06/03/2023,Supreme,S,12,171.55
784,06/03/2023,Veggie,L,27,517.25
785,06/04/2023,Veggie,M,10,161.75
786,06/04/2023,Veggie,S,8,97.25
787,06/04/2023,Chicken,L,14,290.5
788,06/04/2023,Chicken,M,12,201.0
789,06/04/2023,Chicken,S,4,51.0
790,06/04/2023,Classic,L,15,281.0
791,06/04/2023,Classic,M,10,148.25
792,06/04/2023,Classic,S,15,169.75
793,06/04/2023,Supreme,L,12,247.5
794,06/04/2023,Supreme,M,10,164.0
795,06/04/2023,Supreme,S,10,158.2
796,06/04/2023,Veggie,L,15,291.7
797,06/04/2023,Veggie,M,11,175.0
798,06/05/2023,Veggie,S,9,110.0
799,06/05/2023,Chicken,L,13,269.75
800,06/05/2023,Chicken,M,10,167.5
801,06/05/2023,Chicken,S,6,76.5
802,06/05/2023,Classic,L,14,259.75
803,06/05/2023,Classic,M,16,230.75
804,06/05/2023,Classic,S,22,254.0
805,06/05/2023,Classic,XL,3,76.5
806,06/05/2023,Supreme,L,15,309.75
807,06/05/2023,Supreme,M,19,312.0
808,06/05/2023,Supreme,S,8,122.05
809,06/05/2023,Veggie,L,9,171.4
810,06/05/2023,Veggie,M,12,192.25
811,06/06/2023,Veggie,S,8,96.0
812,06/06/2023,Chicken,L,11,228.25
813,06/06/2023,Chicken,M,9,150.75
814,06/06/2023,Chicken,S,7,89.25
815,06/06/2023,Classic,L,9,151.5
816,06/06/2023,Classic,M,9,129.25
817,06/06/2023,Classic,S,13,145.0
818,06/06/2023,Classic,XL,1,25.5
819,06/06/2023,Supreme,L,11,228.25
820,06/06/2023,Supreme,M,6,98.5
821,06/06/2023,Supreme,S,9,134.8
822,06/06/2023,Veggie,L,10,196.7
823,06/06/2023,Veggie,M,7,109.5
824,06/07/2023,Veggie,S,12,145.0
825,06/07/2023,Chicken,L,10,207.5
826,06/07/2023,Chicken,M,14,234.5
827,06/07/2023,Chicken,S,3,38.25
828,06/07/2023,Classic,L,8,142.5
829,06/07/2023,Classic,M,7,112.0
830,06/07/2023,Classic,S,10,116.25
831,06/07/2023,Supreme,L,14,288.5
832,06/07/2023,Supreme,M,9,147.5
833,06/07/2023,Supreme,S,6,74.75
834,06/07/2023,Veggie,L,19,372.3
835,06/07/2023,Veggie,M,4,64.5
836,06/08/2023,Veggie,S,9,108.5
837,06/08/2023,Chicken,L,22,456.5
838,06/08/2023,Chicken,M,18,301.5
839,06/08/2023,Chicken,S,9,114.75
840,06/08/2023,Classic,L,17,308.5
841,06/08/2023,Classic,M,18,263.25
842,06/08/2023,Classic,S,35,402.5
843,06/08/2023,Classic,XL,1,25.5
844,06/08/2023,Supreme,L,10,207.0
845,06/08/2023,Supreme,M,15,247.0
846,06/08/2023,Supreme,S,11,148.15
847,06/08/2023,Veggie,L,28,542.6
848,06/08/2023,Veggie,M,18,291.5
849,06/09/2023,Veggie,S,11,134.25
850,06/09/2023,Chicken,L,12,249.0
851,06/09/2023,Chicken,M,8,134.0
852,06/09/2023,Chicken,S,5,63.75
853,06/09/2023,Classic,L,5,99.5
854,06/09/2023,Classic,M,14,219.0
855,06/09/2023,Classic,S,9,100.5
856,06/09/2023,Supreme,L,14,289.5
857,06/09/2023,Supreme,M,8,131.5
858,06/09/2023,Supreme,S,8,110.9
859,06/09/2023,Veggie,L,18,351.1
860,06/09/2023,Veggie,M,10,160.5
861,06/09/2023,Veggie,S,6,73.0
862,06/10/2023,Chicken,L,17,352.75
863,06/10/2023,Chicken,M,7,117.25
864,06/10/2023,Chicken,S,6,76.5
865,06/10/2023,Classic,L,12,232.0
866,06/10/2023,Classic,M,14,201.25
867,06/10/2023,Classic,S,22,252.5
868,06/10/2023,Classic,XL,1,25.5
869,06/10/2023,Supreme,L,11,226.75
870,06/10/2023,Supreme,M,4,66.0
871,06/10/2023,Supreme,S,12,182.45
872,06/10/2023,Veggie,L,14,269.65
873,06/10/2023,Veggie,M,9,142.0
874,06/11/2023,Veggie,S,9,108.0
875,06/11/2023,Chicken,L,11,228.25
876,06/11/2023,Chicken,M,9,150.75
877,06/11/2023,Chicken,S,4,51.0
878,06/11/2023,Classic,L,17,293.0
879,06/11/2023,Classic,M,16,236.0
880,06/11/2023,Classic,S,24,272.75
881,06/11/2023,Classic,XL,2,51.0
882,06/11/2023,Supreme,L,16,330.5
883,06/11/2023,Supreme,M,7,115.25
884,06/11/2023,Supreme,S,9,123.4
885,06/11/2023,Veggie,L,18,349.55
886,06/11/2023,Veggie,M,7,113.5
887,06/12/2023,Veggie,S,7,86.0
888,06/12/2023,Chicken,L,10,207.5
889,06/12/2023,Chicken,M,8,134.0
890,06/12/2023,Chicken,S,6,76.5
891,06/12/2023,Classic,L,9,168.25
892,06/12/2023,Classic,M,10,148.75
893,06/12/2023,Classic,S,16,177.75
894,06/12/2023,Classic,XL,1,25.5
895,06/12/2023,Supreme,L,9,186.25
896,06/12/2023,Supreme,M,9,147.75
897,06/12/2023,Supreme,S,11,137.0
898,06/12/2023,Veggie,L,12,230.8
899,06/12/2023,Veggie,M,8,127.25
900,07/01/2023,Veggie,S,5,61.25
901,07/01/2023,Chicken,L,15,311.25
902,07/01/2023,Chicken,M,10,167.5
903,07/01/2023,Chicken,S,5,63.75
904,07/01/2023,Classic,L,12,231.5
905,07/01/2023,Classic,M,9,133.5
906,07/01/2023,Classic,S,13,150.25
907,07/01/2023,Supreme,L,10,206.5
908,07/01/2023,Supreme,M,10,164.25
909,07/01/2023,Supreme,S,11,137.25
910,07/01/2023,Veggie,L,17,323.45
911,07/01/2023,Veggie,M,16,256.25
912,07/01/2023,Veggie,S,8,97.75
913,07/02/2023,Chicken,L,15,311.25
914,07/02/2023,Chicken,M,14,234.5
915,07/02/2023,Chicken,S,9,114.75
916,07/02/2023,Classic,L,12,215.0
917,07/02/2023,Classic,M,23,331.5
918,07/02/2023,Classic,S,31,362.75
919,07/02/2023,Classic,XL,3,76.5
920,07/02/2023,Supreme,L,2,41.5
921,07/02/2023,Supreme,M,16,263.25
922,07/02/2023,Supreme,S,9,122.15
923,07/02/2023,Veggie,L,22,432.5
924,07/02/2023,Veggie,M,10,159.25
925,07/02/2023,Veggie,S,10,121.75
926,07/03/2023,Chicken,L,5,103.75
927,07/03/2023,Chicken,M,11,184.25
928,07/03/2023,Chicken,S,5,63.75
929,07/03/2023,Classic,L,14,260.5
930,07/03/2023,Classic,M,9,134.25
931,07/03/2023,Classic,S,13,151.0
932,07/03/2023,Classic,XL,2,51.0
933,07/03/2023,Classic,XXL,1,35.95
934,07/03/2023,Supreme,L,12,248.5
935,07/03/2023,Supreme,M,12,196.5
936,07/03/2023,Supreme,S,11,147.9
937,07/03/2023,Veggie,L,14,272.85
938,07/03/2023,Veggie,M,5,80.25
939,07/04/2023,Veggie,S,9,109.0
940,07/04/2023,Chicken,L,10,207.5
941,07/04/2023,Chicken,M,12,201.0
942,07/04/2023,Chicken,S,6,76.5
943,07/04/2023,Classic,L,11,210.25
944,07/04/2023,Classic,M,13,187.75
945,07/04/2023,Classic,S,19,220.75
946,07/04/2023,Supreme,L,7,144.25
947,07/04/2023,Supreme,M,10,164.5
948,07/04/2023,Supreme,S,12,159.65
949,07/04/2023,Veggie,L,15,285.2
950,07/04/2023,Veggie,M,5,78.75
951,07/05/2023,Veggie,S,11,132.5
952,07/05/2023,Chicken,L,7,145.25
953,07/05/2023,Chicken,M,9,150.75
954,07/05/2023,Chicken,S,10,127.5
955,07/05/2023,Classic,L,12,226.75
956,07/05/2023,Classic,M,14,214.0
957,07/05/2023,Classic,S,18,207.25
958,07/05/2023,Classic,XL,2,51.0
959,07/05/2023,Supreme,L,13,268.75
960,07/05/2023,Supreme,M,14,230.5
961,07/05/2023,Supreme,S,4,49.75
962,07/05/2023,Veggie,L,14,268.05
963,07/05/2023,Veggie,M,18,282.25
964,07/05/2023,Veggie,S,6,73.25
965,07/06/2023,Chicken,L,14,290.5
966,07/06/2023,Chicken,M,13,217.75
967,07/06/2023,Chicken,S,10,127.5
968,07/06/2023,Classic,L,14,264.0
969,07/06/2023,Classic,M,12,169.5
970,07/06/2023,Classic,S,20,227.75
971,07/06/2023,Classic,XL,2,51.0
972,07/06/2023,Classic,XXL,1,35.95
973,07/06/2023,Supreme,L,19,392.25
974,07/06/2023,Supreme,M,16,263.0
975,07/06/2023,Supreme,S,13,161.75
976,07/06/2023,Veggie,L,25,484.35
977,07/06/2023,Veggie,M,10,158.25
978,07/07/2023,Veggie,S,10,121.75
979,07/07/2023,Chicken,L,14,290.5
980,07/07/2023,Chicken,M,9,150.75
981,07/07/2023,Chicken,S,5,63.75
982,07/07/2023,Classic,L,13,234.25
983,07/07/2023,Classic,M,9,137.0
984,07/07/2023,Classic,S,14,158.0
985,07/07/2023,Classic,XL,2,51.0
986,07/07/2023,Supreme,L,12,248.5
987,07/07/2023,Supreme,M,8,131.25
988,07/07/2023,Supreme,S,11,170.7
989,07/07/2023,Veggie,L,10,196.7
990,07/07/2023,Veggie,M,12,194.25
991,07/08/2023,Veggie,S,4,48.75
992,07/08/2023,Chicken,L,16,332.0
993,07/08/2023,Chicken,M,12,201.0
994,07/08/2023,Chicken,S,6,76.5
995,07/08/2023,Classic,L,8,150.5
996,07/08/2023,Classic,M,9,139.0
997,07/08/2023,Classic,S,19,216.0
998,07/08/2023,Classic,XL,2,51.0
999,07/08/2023,Supreme,L,12,248.5
1000,07/08/2023,Supreme,M,15,246.75
1001,07/08/2023,Supreme,S,13,184.05
1002,07/08/2023,Veggie,L,18,351.05
1003,07/08/2023,Veggie,M,6,95.0
1004,07/09/2023,Veggie,S,8,97.25
1005,07/09/2023,Chicken,L,15,311.25
1006,07/09/2023,Chicken,M,17,284.75
1007,07/09/2023,Chicken,S,9,114.75
1008,07/09/2023,Classic,L,16,297.0
1009,07/09/2023,Classic,M,7,102.25
1010,07/09/2023,Classic,S,18,203.75
1011,07/09/2023,Supreme,L,16,331.0
1012,07/09/2023,Supreme,M,7,115.0
1013,07/09/2023,Supreme,S,4,50.0
1014,07/09/2023,Veggie,L,17,321.5
1015,07/09/2023,Veggie,M,14,220.75
1016,07/09/2023,Veggie,S,9,109.25
1017,07/10/2023,Chicken,L,16,332.0
1018,07/10/2023,Chicken,M,9,150.75
1019,07/10/2023,Chicken,S,8,102.0
1020,07/10/2023,Classic,L,7,125.0
1021,07/10/2023,Classic,M,16,231.5
1022,07/10/2023,Classic,S,16,178.25
1023,07/10/2023,Classic,XL,2,51.0
1024,07/10/2023,Classic,XXL,1,35.95
1025,07/10/2023,Supreme,L,11,227.25
1026,07/10/2023,Supreme,M,11,181.0
1027,07/10/2023,Supreme,S,10,146.05
1028,07/10/2023,Veggie,L,16,309.9
1029,07/11/2023,Veggie,M,9,146.5
1030,07/11/2023,Veggie,S,4,50.25
1031,07/11/2023,Chicken,L,6,124.5
1032,07/11/2023,Chicken,M,5,83.75
1033,07/11/2023,Chicken,S,2,25.5
1034,07/11/2023,Classic,L,6,108.5
1035,07/11/2023,Classic,M,7,102.25
1036,07/11/2023,Classic,S,10,112.5
1037,07/11/2023,Supreme,L,4,83.0
1038,07/11/2023,Supreme,M,5,82.0
1039,07/11/2023,Supreme,S,10,157.95
1040,07/11/2023,Veggie,L,13,249.8
1041,07/11/2023,Veggie,M,5,81.5
1042,07/12/2023,Veggie,S,4,48.0
1043,07/12/2023,Chicken,L,18,373.5
1044,07/12/2023,Chicken,M,10,167.5
1045,07/12/2023,Chicken,S,6,76.5
1046,07/12/2023,Classic,L,12,216.5
1047,07/12/2023,Classic,M,14,202.25
1048,07/12/2023,Classic,S,11,121.75
1049,07/12/2023,Classic,XL,2,51.0
1050,07/12/2023,Supreme,L,8,165.0
1051,07/12/2023,Supreme,M,11,180.75
1052,07/12/2023,Supreme,S,11,136.75
1053,07/12/2023,Veggie,L,19,365.05
1054,08/01/2023,Veggie,M,4,64.5
1055,08/01/2023,Veggie,S,9,111.5
1056,08/01/2023,Chicken,L,13,269.75
1057,08/01/2023,Chicken,M,15,251.25
1058,08/01/2023,Chicken,S,5,63.75
1059,08/01/2023,Classic,L,7,134.25
1060,08/01/2023,Classic,M,7,101.5
1061,08/01/2023,Classic,S,19,219.25
1062,08/01/2023,Classic,XL,2,51.0
1063,08/01/2023,Supreme,L,13,268.25
1064,08/01/2023,Supreme,M,11,180.75
1065,08/01/2023,Supreme,S,11,158.3
1066,08/01/2023,Veggie,L,14,266.75
1067,08/02/2023,Veggie,M,11,173.5
1068,08/02/2023,Veggie,S,2,24.0
1069,08/02/2023,Chicken,L,11,228.25
1070,08/02/2023,Chicken,M,12,201.0
1071,08/02/2023,Chicken,S,4,51.0
1072,08/02/2023,Classic,L,8,142.5
1073,08/02/2023,Classic,M,8,124.5
1074,08/02/2023,Classic,S,11,120.0
1075,08/02/2023,Classic,XL,1,25.5
1076,08/02/2023,Supreme,L,12,247.0
1077,08/02/2023,Supreme,M,13,214.0
1078,08/02/2023,Supreme,S,8,110.65
1079,08/03/2023,Veggie,L,14,271.85
1080,08/03/2023,Veggie,M,9,142.25
1081,08/03/2023,Veggie,S,4,49.25
1082,08/03/2023,Chicken,L,16,332.0
1083,08/03/2023,Chicken,M,11,184.25
1084,08/03/2023,Chicken,S,11,140.25
1085,08/03/2023,Classic,L,13,240.0
1086,08/03/2023,Classic,M,8,122.5
1087,08/03/2023,Classic,S,20,219.25
1088,08/03/2023,Classic,XL,1,25.5
1089,08/03/2023,Supreme,L,13,269.75
1090,08/03/2023,Supreme,M,10,164.0
1091,08/04/2023,Supreme,S,10,146.3
1092,08/04/2023,Veggie,L,9,178.7
1093,08/04/2023,Veggie,M,6,95.5
1094,08/04/2023,Veggie,S,8,97.5
1095,08/04/2023,Chicken,L,8,166.0
1096,08/04/2023,Chicken,M,16,268.0
1097,08/04/2023,Chicken,S,5,63.75
1098,08/04/2023,Classic,L,14,263.75
1099,08/04/2023,Classic,M,15,218.25
1100,08/04/2023,Classic,S,17,193.5
1101,08/04/2023,Classic,XL,3,76.5
1102,08/04/2023,Supreme,L,15,309.75
1103,08/04/2023,Supreme,M,14,230.0
1104,08/05/2023,Supreme,S,13,161.5
1105,08/05/2023,Veggie,L,24,466.55
1106,08/05/2023,Veggie,M,12,194.5
1107,08/05/2023,Veggie,S,11,132.75
1108,08/05/2023,Chicken,L,12,249.0
1109,08/05/2023,Chicken,M,11,184.25
1110,08/05/2023,Chicken,S,7,89.25
1111,08/05/2023,Classic,L,9,166.25
1112,08/05/2023,Classic,M,10,137.0
1113,08/05/2023,Classic,S,17,192.0
1114,08/05/2023,Classic,XL,1,25.5
1115,08/05/2023,Supreme,L,15,310.25
1116,08/05/2023,Supreme,M,8,132.0
1117,08/06/2023,Supreme,S,9,112.0
1118,08/06/2023,Veggie,L,15,288.6
1119,08/06/2023,Veggie,M,16,256.75
1120,08/06/2023,Veggie,S,9,109.25
1121,08/06/2023,Chicken,L,17,352.75
1122,08/06/2023,Chicken,M,8,134.0
1123,08/06/2023,Chicken,S,6,76.5
1124,08/06/2023,Classic,L,10,176.75
1125,08/06/2023,Classic,M,12,175.0
1126,08/06/2023,Classic,S,20,229.5
1127,08/06/2023,Classic,XL,2,51.0
1128,08/06/2023,Supreme,L,6,124.0
1129,08/06/2023,Supreme,M,9,148.5
1130,08/07/2023,Supreme,S,6,96.8
1131,08/07/2023,Veggie,L,14,275.95
1132,08/07/2023,Veggie,M,12,192.0
1133,08/07/2023,Veggie,S,10,121.5
1134,08/07/2023,Chicken,L,18,373.5
1135,08/07/2023,Chicken,M,15,251.25
1136,08/07/2023,Chicken,S,9,114.75
1137,08/07/2023,Classic,L,10,176.0
1138,08/07/2023,Classic,M,10,153.75
1139,08/07/2023,Classic,S,16,187.75
1140,08/07/2023,Classic,XL,2,51.0
1141,08/07/2023,Supreme,L,9,186.25
1142,08/07/2023,Supreme,M,11,181.25
1143,08/08/2023,Supreme,S,9,134.3
1144,08/08/2023,Veggie,L,13,252.4
1145,08/08/2023,Veggie,M,3,48.5
1146,08/08/2023,Veggie,S,12,144.75
1147,08/08/2023,Chicken,L,23,477.25
1148,08/08/2023,Chicken,M,11,184.25
1149,08/08/2023,Chicken,S,3,38.25
1150,08/08/2023,Classic,L,11,212.25
1151,08/08/2023,Classic,M,7,101.5
1152,08/08/2023,Classic,S,18,205.25
1153,08/08/2023,Supreme,L,29,597.75
1154,08/08/2023,Supreme,M,13,214.25
1155,08/08/2023,Supreme,S,9,134.3
1156,08/09/2023,Veggie,L,15,289.3
1157,08/09/2023,Veggie,M,9,142.75
1158,08/09/2023,Veggie,S,13,159.5
1159,08/09/2023,Chicken,L,13,269.75
1160,08/09/2023,Chicken,M,11,184.25
1161,08/09/2023,Chicken,S,4,51.0
1162,08/09/2023,Classic,L,9,172.25
1163,08/09/2023,Classic,M,8,121.75
1164,08/09/2023,Classic,S,9,99.5
1165,08/09/2023,Supreme,L,9,186.75
1166,08/09/2023,Supreme,M,9,147.75
1167,08/09/2023,Supreme,S,10,146.8
1168,08/09/2023,Veggie,L,8,151.65
1169,08/10/2023,Veggie,M,8,126.75
1170,08/10/2023,Veggie,S,8,97.25
1171,08/10/2023,Chicken,L,11,228.25
1172,08/10/2023,Chicken,M,9,150.75
1173,08/10/2023,Chicken,S,9,114.75
1174,08/10/2023,Classic,L,8,150.75
1175,08/10/2023,Classic,M,15,213.25
1176,08/10/2023,Classic,S,18,204.0
1177,08/10/2023,Classic,XL,1,25.5
1178,08/10/2023,Supreme,L,9,186.25
1179,08/10/2023,Supreme,M,9,148.25
1180,08/10/2023,Supreme,S,12,183.2
1181,08/11/2023,Veggie,L,22,421.2
1182,08/11/2023,Veggie,M,6,97.5
1183,08/11/2023,Veggie,S,9,110.25
1184,08/11/2023,Chicken,L,21,435.75
1185,08/11/2023,Chicken,M,19,318.25
1186,08/11/2023,Chicken,S,4,51.0
1187,08/11/2023,Classic,L,12,225.75
1188,08/11/2023,Classic,M,13,197.25
1189,08/11/2023,Classic,S,21,242.75
1190,08/11/2023,Classic,XL,1,25.5
1191,08/11/2023,Supreme,L,13,267.75
1192,08/11/2023,Supreme,M,9,147.5
1193,08/11/2023,Supreme,S,7,98.4
1194,08/12/2023,Veggie,L,8,153.9
1195,08/12/2023,Veggie,M,13,207.75
1196,08/12/2023,Veggie,S,6,72.75
1197,08/12/2023,Chicken,L,18,373.5
1198,08/12/2023,Chicken,M,11,184.25
1199,08/12/2023,Chicken,S,7,89.25
1200,08/12/2023,Classic,L,13,241.0
1201,08/12/2023,Classic,M,19,281.5
1202,08/12/2023,Classic,S,25,286.25
1203,08/12/2023,Classic,XL,2,51.0
1204,08/12/2023,Supreme,L,17,351.75
1205,08/12/2023,Supreme,M,14,230.0
1206,08/12/2023,Supreme,S,11,148.15
1207,09/01/2023,Veggie,L,11,212.9
1208,09/01/2023,Veggie,M,13,208.0
1209,09/01/2023,Veggie,S,9,110.0
1210,09/01/2023,Chicken,L,13,269.75
1211,09/01/2023,Chicken,M,13,217.75
1212,09/01/2023,Chicken,S,7,89.25
1213,09/01/2023,Classic,L,13,231.5
1214,09/01/2023,Classic,M,16,236.5
1215,09/01/2023,Classic,S,18,205.25
1216,09/01/2023,Supreme,L,11,228.25
1217,09/01/2023,Supreme,M,8,131.25
1218,09/01/2023,Supreme,S,13,206.85
1219,09/01/2023,Veggie,L,15,285.3
1220,09/02/2023,Veggie,M,5,77.5
1221,09/02/2023,Veggie,S,9,109.75
1222,09/02/2023,Chicken,L,10,207.5
1223,09/02/2023,Chicken,M,9,150.75
1224,09/02/2023,Chicken,S,6,76.5
1225,09/02/2023,Classic,L,13,235.75
1226,09/02/2023,Classic,M,15,227.25
1227,09/02/2023,Classic,S,22,255.25
1228,09/02/2023,Supreme,L,16,330.5
1229,09/02/2023,Supreme,M,9,148.5
1230,09/02/2023,Supreme,S,11,158.8
1231,09/02/2023,Veggie,L,16,308.8
1232,09/02/2023,Veggie,M,4,63.5
1233,09/03/2023,Veggie,S,10,120.5
1234,09/03/2023,Chicken,L,23,477.25
1235,09/03/2023,Chicken,M,13,217.75
1236,09/03/2023,Chicken,S,12,153.0
1237,09/03/2023,Classic,L,25,477.5
1238,09/03/2023,Classic,M,22,315.75
1239,09/03/2023,Classic,S,27,305.5
1240,09/03/2023,Supreme,L,17,350.25
1241,09/03/2023,Supreme,M,19,312.5
1242,09/03/2023,Supreme,S,17,256.6
1243,09/03/2023,Veggie,L,28,544.1
1244,09/03/2023,Veggie,M,19,309.0
1245,09/04/2023,Veggie,S,12,145.0
1246,09/04/2023,Chicken,L,14,290.5
1247,09/04/2023,Chicken,M,13,217.75
1248,09/04/2023,Chicken,S,3,38.25
1249,09/04/2023,Classic,L,9,165.5
1250,09/04/2023,Classic,M,10,148.75
1251,09/04/2023,Classic,S,9,105.0
1252,09/04/2023,Classic,XL,3,76.5
1253,09/04/2023,Supreme,L,10,205.5
1254,09/04/2023,Supreme,M,17,279.75
1255,09/04/2023,Supreme,S,6,97.05
1256,09/04/2023,Veggie,L,11,216.35
1257,09/04/2023,Veggie,M,11,175.75
1258,09/05/2023,Veggie,S,6,73.5
1259,09/05/2023,Chicken,L,19,394.25
1260,09/05/2023,Chicken,M,10,167.5
1261,09/05/2023,Chicken,S,12,153.0
1262,09/05/2023,Classic,L,25,439.0
1263,09/05/2023,Classic,M,12,178.75
1264,09/05/2023,Classic,S,17,189.0
1265,09/05/2023,Classic,XL,1,25.5
1266,09/05/2023,Supreme,L,13,267.75
1267,09/05/2023,Supreme,M,7,115.25
1268,09/05/2023,Supreme,S,15,242.5
1269,09/05/2023,Veggie,L,23,429.95
